Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-02-28 00:00:00+05:30,218.84909179322074,224.59264564061942,214.88802225850182,216.52195739746094,3364181,0.0,0.0
2020-03-02 00:00:00+05:30,220.8296439313508,224.49363051712393,214.04630577544526,216.47247314453125,3162614,0.0,0.0
2020-03-03 00:00:00+05:30,218.84910142461325,226.42464119904486,217.11613342690706,223.55287170410156,2992170,0.0,0.0
2020-03-04 00:00:00+05:30,223.89945693476045,224.79069151781124,211.47159850059623,218.9481201171875,5216787,0.0,0.0
2020-03-05 00:00:00+05:30,221.57234707975334,224.64218229011095,217.21517624274492,219.59181213378906,3159080,0.0,0.0
2020-03-06 00:00:00+05:30,213.00654229117998,214.64047759903187,205.48050335316776,212.65994262695312,4375226,0.0,0.0
2020-03-09 00:00:00+05:30,204.98536416968844,206.47076535932385,195.33025643705818,197.75640869140625,2763988,0.0,0.0
2020-03-11 00:00:00+05:30,195.47878384154342,203.0048223229965,190.37891264193206,193.8448486328125,3763186,0.0,0.0
2020-03-12 00:00:00+05:30,178.34716564135957,182.1101696912218,158.88840207165987,160.5718536376953,4834390,0.0,0.0
2020-03-13 00:00:00+05:30,144.52953982462307,159.77966851969913,128.48720921107702,147.3022918701172,7463176,0.0,0.0
2020-03-16 00:00:00+05:30,139.62769482738366,140.91504539040145,127.3978871441354,133.38900756835938,6582749,0.0,0.0
2020-03-17 00:00:00+05:30,134.37928742591836,141.1626253754742,129.2298998044267,132.10166931152344,6388061,0.0,0.0
2020-03-18 00:00:00+05:30,134.57733684514494,135.66663705539585,125.86298804912374,128.9328155517578,4255688,0.0,0.0
2020-03-19 00:00:00+05:30,119.82235560674701,131.65604803510914,117.04960385990651,127.64546203613281,5517080,0.0,0.0
2020-03-20 00:00:00+05:30,136.65688545391907,140.22185372726358,127.44739667301207,136.35980224609375,4496351,0.0,0.0
2020-03-23 00:00:00+05:30,122.7437875014651,134.664046336739,117.90585085955921,120.59913635253906,1456143,1.0,0.0
2020-03-24 00:00:00+05:30,124.68895659386853,132.6191711890746,116.11035790229236,130.02565002441406,5125923,0.0,0.0
2020-03-25 00:00:00+05:30,125.68645369026828,134.56430028323774,124.68894215304393,131.9707794189453,2771318,0.0,0.0
2020-03-26 00:00:00+05:30,134.66405042352523,151.62174566204322,131.7213945880635,139.90098571777344,7980255,0.0,0.0
2020-03-27 00:00:00+05:30,145.63668859004974,150.6242464184761,125.93583516776562,127.68148040771484,4378366,0.0,0.0
2020-03-30 00:00:00+05:30,123.69141439967333,129.47698360124065,120.6988801803264,128.3797149658203,2397592,0.0,0.0
2020-03-31 00:00:00+05:30,131.37227144901937,138.1054745836358,129.12787040414722,137.25759887695312,2200227,0.0,0.0
2020-04-01 00:00:00+05:30,138.60422643709333,138.60422643709333,131.47202496305297,133.61666870117188,1997603,0.0,0.0
2020-04-03 00:00:00+05:30,133.66652978490725,134.26504272301693,127.68146128707558,128.72885131835938,1761897,0.0,0.0
2020-04-07 00:00:00+05:30,130.67401194504228,141.14788313147696,130.67401194504228,137.80621337890625,2463474,0.0,0.0
2020-04-08 00:00:00+05:30,136.5094431296375,146.78379851984968,134.5642836951799,137.75633239746094,3237290,0.0,0.0
2020-04-09 00:00:00+05:30,139.65160472226592,145.8860513616528,139.65160472226592,142.0955047607422,2359428,0.0,0.0
2020-04-13 00:00:00+05:30,141.64662713873878,148.62920734980335,136.210192732859,145.6366729736328,2204560,0.0,0.0
2020-04-15 00:00:00+05:30,147.68158513424268,150.57436248435673,142.84364812300507,144.8885498046875,3413325,0.0,0.0
2020-04-16 00:00:00+05:30,141.64663711948995,144.48955106549704,140.20024844658832,142.9434051513672,2685695,0.0,0.0
2020-04-17 00:00:00+05:30,146.5843137936299,148.1803383027836,141.1977577116672,143.54190063476562,2383979,0.0,0.0
2020-04-20 00:00:00+05:30,145.6366906171759,155.06317199994578,142.24515733496645,146.33494567871094,6835058,0.0,0.0
2020-04-21 00:00:00+05:30,142.64413786941955,142.64413786941955,133.81615541644692,135.61167907714844,3576177,0.0,0.0
2020-04-22 00:00:00+05:30,135.66157426782766,138.45460972338785,131.77128521171008,137.25759887695312,6012030,0.0,0.0
2020-04-23 00:00:00+05:30,140.15036010742188,142.14538302710048,137.15782572790397,140.15036010742188,3371195,0.0,0.0
2020-04-24 00:00:00+05:30,136.80868951802574,140.20023758643708,133.7662917668675,134.31491088867188,1823167,0.0,0.0
2020-04-27 00:00:00+05:30,136.06056903422478,138.00572872912704,133.76630465089505,134.2650604248047,2996533,0.0,0.0
2020-04-28 00:00:00+05:30,135.61169918709172,141.54689017217373,134.71394483402082,138.953369140625,5721109,0.0,0.0
2020-04-29 00:00:00+05:30,139.65161832857302,140.3498733760522,135.31243695646498,139.15286254882812,4774187,0.0,0.0
2020-04-30 00:00:00+05:30,141.09800484206232,147.08307410552896,139.95087265489184,141.04812622070312,4899422,0.0,0.0
2020-05-04 00:00:00+05:30,136.55931838868392,137.15783137756762,129.6764951206094,131.22264099121094,6012691,0.0,0.0
2020-05-05 00:00:00+05:30,134.66407665868618,136.01072351360116,131.47204233019988,132.3697967529297,3112486,0.0,0.0
2020-05-06 00:00:00+05:30,133.31740977820255,135.06305495415785,126.98322070079837,132.9184112548828,6685480,0.0,0.0
2020-05-07 00:00:00+05:30,130.77376886516006,135.31243419143908,129.67650008381588,134.56430053710938,2423478,0.0,0.0
2020-05-08 00:00:00+05:30,136.55932267845773,139.00323810915617,135.86106765003734,136.80870056152344,2431204,0.0,0.0
2020-05-11 00:00:00+05:30,137.5069699957625,142.94340477020987,137.15783487321258,139.7014923095703,2900696,0.0,0.0
2020-05-12 00:00:00+05:30,138.15535449364268,140.34987693602054,132.8685400500832,139.55186462402344,2901801,0.0,0.0
2020-05-13 00:00:00+05:30,144.6391617838179,144.6391617838179,140.3997380763612,140.79873657226562,3115038,0.0,0.0
2020-05-14 00:00:00+05:30,139.2027308100276,141.99576601287552,137.0580719842616,140.5493621826172,1587450,0.0,0.0
2020-05-15 00:00:00+05:30,141.04812503188853,143.34240460771056,139.65161497051068,140.69900512695312,2145697,0.0,0.0
2020-05-18 00:00:00+05:30,144.43967526874252,146.03568461387118,134.0156826309528,135.5618133544922,4941536,0.0,0.0
2020-05-19 00:00:00+05:30,137.4570751107593,145.53690838566746,134.11540580455838,139.3523406982422,5564024,0.0,0.0
2020-05-20 00:00:00+05:30,139.15285808387617,142.8436476913996,137.65659079265168,140.99826049804688,2872608,0.0,0.0
2020-05-21 00:00:00+05:30,141.84612975760945,143.64165347014978,136.70895171141365,137.95584106445312,2682428,0.0,0.0
2020-05-22 00:00:00+05:30,137.65657516770855,140.84860864917334,136.2600652760728,137.75633239746094,2449109,0.0,0.0
2020-05-26 00:00:00+05:30,138.65410676908323,142.9434095190531,138.00573034374221,139.15286254882812,2657870,0.0,0.0
2020-05-27 00:00:00+05:30,139.40223474705473,141.24763714509243,138.15534534860166,140.6491241455078,2224751,0.0,0.0
2020-05-28 00:00:00+05:30,141.34738051998588,144.04065860230926,140.25012697131532,142.29501342773438,2816689,0.0,0.0
2020-05-29 00:00:00+05:30,140.74889120420485,153.2177860585526,140.74889120420485,147.98085021972656,9162612,0.0,0.0
2020-06-01 00:00:00+05:30,149.62671729813383,154.51451730821282,149.12796157380672,150.12547302246094,3985102,0.0,0.0
2020-06-02 00:00:00+05:30,150.62423335904109,152.22025781408632,147.881076791244,149.57684326171875,2482873,0.0,0.0
