Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-02-28 00:00:00+05:30,157.01783907280324,160.9634106271412,154.64244345185784,159.07115173339844,32628444,0.0,0.0
2020-03-02 00:00:00+05:30,160.64133505886042,163.8219505137178,155.93079475524522,157.25941467285156,18560049,0.0,0.0
2020-03-03 00:00:00+05:30,158.6283107871646,158.9906572630988,155.0450849043844,156.0918731689453,17947416,0.0,0.0
2020-03-04 00:00:00+05:30,156.97758323602378,157.46071998663245,150.21374244756996,150.97869873046875,27664076,0.0,0.0
2020-03-05 00:00:00+05:30,151.01894474860413,153.95799149676012,150.213725114953,151.4215545654297,20025924,0.0,0.0
2020-03-06 00:00:00+05:30,148.84488006041704,148.84488006041704,144.73825430050186,146.34869384765625,26764504,0.0,0.0
2020-03-09 00:00:00+05:30,144.13434993725556,144.13434993725556,140.51086069302286,142.68495178222656,21794299,0.0,0.0
2020-03-11 00:00:00+05:30,140.10823620206685,142.32259050985814,138.7796285320634,141.4368438720703,27956087,0.0,0.0
2020-03-12 00:00:00+05:30,136.0821542295296,136.2029322919845,121.22585050026899,125.45325469970703,52039692,0.0,0.0
2020-03-13 00:00:00+05:30,120.78294092774942,132.05601541433936,108.38256390717092,130.64688110351562,61590681,0.0,0.0
2020-03-16 00:00:00+05:30,127.22472367343353,127.30525056511348,116.9581716048495,118.56861114501953,33254907,0.0,0.0
2020-03-17 00:00:00+05:30,119.17251302189102,125.45322900335316,117.6023370981948,120.0985107421875,47657482,0.0,0.0
2020-03-18 00:00:00+05:30,122.47391831825676,124.52721867418218,118.64912483589626,121.34660339355469,50243331,0.0,0.0
2020-03-19 00:00:00+05:30,121.3466067824855,131.6936848805122,116.555552007061,130.32481384277344,89748454,0.0,0.0
2020-03-20 00:00:00+05:30,132.94177545413132,142.12127498615843,132.94177545413132,141.31605529785156,61996400,0.0,0.0
2020-03-23 00:00:00+05:30,127.22470984320432,130.44558857341204,120.13877417941193,124.24539947509766,51353150,0.0,0.0
2020-03-24 00:00:00+05:30,131.21056735040236,131.81448221604091,118.68939667882695,120.5414047241211,52552796,0.0,0.0
2020-03-25 00:00:00+05:30,121.58819450269397,122.39341433383764,111.92555652896995,118.6491470336914,62505978,0.0,0.0
2020-03-26 00:00:00+05:30,120.78296176619516,128.35202245553876,115.34772848671636,125.93636322021484,58443451,0.0,0.0
2020-03-27 00:00:00+05:30,130.4455888120911,133.66646754819212,124.80905102391432,131.41184997558594,32636484,0.0,0.0
2020-03-30 00:00:00+05:30,125.65457167401301,132.78076063374164,125.65457167401301,128.19100952148438,28120340,0.0,0.0
2020-03-31 00:00:00+05:30,132.0560361042329,139.98745538248153,130.08325021732844,138.2562255859375,42630666,0.0,0.0
2020-04-01 00:00:00+05:30,138.25623860769832,139.1017218636264,132.49892189386102,133.9885711669922,18141970,0.0,0.0
2020-04-03 00:00:00+05:30,135.1963982652636,147.15391710025705,134.47170536658234,143.24859619140625,62867436,0.0,0.0
2020-04-07 00:00:00+05:30,149.5292941314112,149.5292941314112,139.82639439946936,146.18763732910156,36118591,0.0,0.0
2020-04-08 00:00:00+05:30,145.6239864406456,148.16042355974193,142.2420538996139,143.8524932861328,37561082,0.0,0.0
2020-04-09 00:00:00+05:30,148.16042180646932,149.97216609486364,144.93954307154607,149.1669464111328,42626960,0.0,0.0
2020-04-13 00:00:00+05:30,148.56302203164046,150.29423932492665,145.78501675992882,146.22789001464844,17744169,0.0,0.0
2020-04-15 00:00:00+05:30,148.20068645560065,156.01131499409874,147.11363495903532,152.46835327148438,49092699,0.0,0.0
2020-04-16 00:00:00+05:30,152.70993470605214,153.95802789058087,149.32801390260744,150.05271911621094,27080032,0.0,0.0
2020-04-17 00:00:00+05:30,153.35409678254794,154.1190530769996,150.5358276970158,151.4618377685547,26667421,0.0,0.0
2020-04-20 00:00:00+05:30,152.951502969583,152.951502969583,144.5369582739244,145.5032196044922,35764287,0.0,0.0
2020-04-21 00:00:00+05:30,143.3291057313403,148.4019922679311,141.758929783192,144.61746215820312,23333661,0.0,0.0
2020-04-22 00:00:00+05:30,144.13434783977408,147.79810047962937,141.7186883787723,146.75131225585938,25163402,0.0,0.0
2020-04-23 00:00:00+05:30,147.31492262839248,148.1604056615135,144.6576955043019,145.3824005126953,32968029,0.0,0.0
2020-04-24 00:00:00+05:30,145.74476889651203,147.19416684563612,144.3758978338251,144.9798126220703,18049697,0.0,0.0
2020-04-27 00:00:00+05:30,145.14088492065176,146.79158814962355,144.37592848381522,144.8188018798828,13085703,0.0,0.0
2020-04-28 00:00:00+05:30,144.93953157344944,145.5837097266667,143.36935577207234,144.4966583251953,17802635,0.0,0.0
2020-04-29 00:00:00+05:30,145.3421535391931,147.27467587379675,144.65771189040407,146.67076110839844,21461067,0.0,0.0
2020-04-30 00:00:00+05:30,148.88512461823882,148.88512461823882,145.30189924203498,146.5902557373047,30164713,0.0,0.0
2020-05-04 00:00:00+05:30,146.34868809045616,146.34868809045616,137.41074404068686,140.14849853515625,30294317,0.0,0.0
2020-05-05 00:00:00+05:30,140.91344124751794,142.8862269676478,138.49778225470334,140.02769470214844,17707577,0.0,0.0
2020-05-06 00:00:00+05:30,138.01465765567607,138.01465765567607,129.23776745939756,131.9755096435547,65586734,0.0,0.0
2020-05-07 00:00:00+05:30,132.05604013004657,133.54570159496544,129.23777098092972,129.640380859375,24249585,0.0,0.0
2020-05-08 00:00:00+05:30,132.01578341079818,132.17682491304532,126.50003516708911,127.42603302001953,25307015,0.0,0.0
2020-05-11 00:00:00+05:30,128.83515971748946,131.65342883630953,127.22472022102083,127.58706665039062,18095473,0.0,0.0
2020-05-12 00:00:00+05:30,127.58704995884604,133.58593384105347,126.82209375543431,132.90150451660156,21387527,0.0,0.0
2020-05-13 00:00:00+05:30,139.6250759965837,139.78612974854434,132.45862635467884,133.18331909179688,20015124,0.0,0.0
2020-05-14 00:00:00+05:30,132.45867099303322,135.4782455597437,130.40535783033403,131.89501953125,14949993,0.0,0.0
2020-05-15 00:00:00+05:30,130.60665117193923,133.26387901137502,129.76116791120793,132.57943725585938,14950243,0.0,0.0
2020-05-18 00:00:00+05:30,133.66648260414692,134.71327076862357,131.37160133151266,132.6599578857422,20801299,0.0,0.0
2020-05-19 00:00:00+05:30,134.06908804361504,138.21596483119367,132.94178531107275,137.49127197265625,20142171,0.0,0.0
2020-05-20 00:00:00+05:30,138.45752713646723,142.52388914279206,137.6925708667652,141.51736450195312,25320734,0.0,0.0
2020-05-21 00:00:00+05:30,141.3965801785381,153.35408500851602,139.02117230233753,152.14625549316406,58382197,0.0,0.0
2020-05-22 00:00:00+05:30,151.38132691113154,154.52167931004175,148.64358442421903,150.05271911621094,39013770,0.0,0.0
2020-05-26 00:00:00+05:30,152.991739956481,156.97757493485386,151.22025910905722,154.36061096191406,53233404,0.0,0.0
2020-05-27 00:00:00+05:30,155.0047932372473,156.1320959097562,150.4955579738563,154.72296142578125,24546119,0.0,0.0
2020-05-28 00:00:00+05:30,154.84377203704804,155.32689655140467,152.18654420470935,153.51515197753906,24578072,0.0,0.0
2020-05-29 00:00:00+05:30,153.3540872498056,159.43349835659717,152.18652115857003,158.9101104736328,35834621,0.0,0.0
2020-06-01 00:00:00+05:30,161.84914752787458,165.27133099550377,160.23870824899026,161.48680114746094,28508405,0.0,0.0
2020-06-02 00:00:00+05:30,162.57387224731895,162.57387224731895,158.38673175645093,158.82960510253906,22631373,0.0,0.0
2020-06-03 00:00:00+05:30,161.0439308068595,161.76862358081962,157.5009692437793,158.38670349121094,18979188,0.0,0.0
2020-06-04 00:00:00+05:30,159.2321962555548,163.05698984449987,157.01784207248136,161.1647186279297,21996048,0.0,0.0
2020-06-05 00:00:00+05:30,162.49334327764808,162.654384765625,159.95689376696944,161.0439453125,14629659,0.0,0.0
2020-06-08 00:00:00+05:30,163.37907588318637,163.98299067174426,158.6282844612022,159.15167236328125,19551313,0.0,0.0
2020-06-09 00:00:00+05:30,159.63480042810704,166.0362943813817,159.15166370886183,159.8361053466797,39914264,0.0,0.0
2020-06-10 00:00:00+05:30,160.6010746805372,163.58038526110647,159.67507689423803,160.27899169921875,27199665,0.0,0.0
2020-06-11 00:00:00+05:30,161.04393839989544,162.05046301489477,155.89053728576977,156.41392517089844,19847133,0.0,0.0
2020-06-12 00:00:00+05:30,152.1462751377405,157.17889876816776,151.2605407507926,156.13211059570312,22562768,0.0,0.0
2020-06-15 00:00:00+05:30,156.1321383933989,156.17240184694654,150.0124743412644,150.73716735839844,24462536,0.0,0.0
2020-06-16 00:00:00+05:30,153.63594517006817,153.75672322922713,146.46948135076846,148.96566772460938,27636105,0.0,0.0
2020-06-17 00:00:00+05:30,148.16044061185724,148.96566039779125,145.50321286093924,145.90582275390625,24027295,0.0,0.0
2020-06-18 00:00:00+05:30,145.90580414136284,150.97869060295767,145.50319429975494,150.25399780273438,28887489,0.0,0.0
2020-06-19 00:00:00+05:30,150.656606059051,151.3410354105761,147.83833719745115,148.20068359375,30531449,0.0,0.0
2020-06-22 00:00:00+05:30,150.17349746291703,150.97871728845544,147.4760061326915,148.96566772460938,31395991,0.0,0.0
2020-06-23 00:00:00+05:30,149.28772675659698,150.97869303324026,148.76433886875273,149.65008544921875,26546793,0.0,0.0
2020-06-24 00:00:00+05:30,150.89817705853142,156.7762837229342,149.89165236554047,154.48141479492188,54652978,0.0,0.0
2020-06-25 00:00:00+05:30,154.80347544769558,163.86219637766476,154.32033875009324,162.73489379882812,75574255,0.0,0.0
